200
  29 	    48020 	   27
  29 	    48017 	   62
  28 	    48018 	  111
  27 	    48018 	  138
  28 	    48020 	  151
  28 	    48019 	  177
  26 	    48018 	  188
  26 	    48021 	  217
  28 	    48021 	  229
  29 	    48017 	  264
  27 	    48016 	  286
  28 	    48019 	  303
  27 	    48016 	  314
  28 	    48017 	  337
  27 	    48016 	  371
  27 	    48022 	  395
  29 	    48017 	  408
  28 	    48016 	  438
  26 	    48018 	  450
  28 	    48017 	  481
  27 	    48022 	  515
  29 	    48019 	  520
  28 	    48020 	  533
  27 	    48021 	  578
  28 	    48019 	  592
  29 	    48020 	  606
  29 	    48016 	  643
  26 	    48021 	  671
  26 	    48020 	  674
  29 	    48017 	  723
  26 	    48020 	  749
  26 	    48016 	  761
  28 	    48022 	  805
  29 	    48020 	  825
  28 	    48016 	  842
  27 	    48016 	  844
  27 	    48016 	  846
  26 	    48020 	  876
  28 	    48022 	  891
  27 	    48022 	  910
  26 	    48019 	  941
  27 	    48019 	  962
  27 	    48021 	  971
  29 	    48020 	  977
  27 	    48021 	 1013
  27 	    48017 	 1046
  29 	    48021 	 1074
  29 	    48020 	 1103
  29 	    48020 	 1123
  26 	    48019 	 1138
  26 	    48018 	 1184
  29 	    48020 	 1229
  28 	    48021 	 1250
  29 	    48020 	 1288
  26 	    48016 	 1329
  28 	    48016 	 1329
  28 	    48018 	 1353
  28 	    48019 	 1359
  29 	    48016 	 1386
  27 	    48019 	 1422
  26 	    48020 	 1459
  26 	    48018 	 1466
  28 	    48017 	 1474
  29 	    48016 	 1511
  29 	    48018 	 1529
  26 	    48021 	 1540
  26 	    48017 	 1566
  26 	    48020 	 1579
  27 	    48018 	 1585
  26 	    48020 	 1603
  26 	    48020 	 1622
  27 	    48020 	 1668
  26 	    48016 	 1688
  29 	    48016 	 1737
  26 	    48017 	 1781
  28 	    48020 	 1820
  28 	    48016 	 1839
  28 	    48020 	 1853
  27 	    48017 	 1858
  26 	    48020 	 1869
  28 	    48018 	 1918
  29 	    48017 	 1936
  26 	    48022 	 1947
  28 	    48016 	 1948
  27 	    48018 	 1976
  27 	    48017 	 2012
  26 	    48016 	 2034
  27 	    48021 	 2050
  28 	    48018 	 2074
  27 	    48017 	 2098
  26 	    48016 	 2100
  29 	    48021 	 2100
  26 	    48017 	 2123
  29 	    48021 	 2153
  27 	    48020 	 2163
  29 	    48020 	 2194
  29 	    48021 	 2203
  27 	    48016 	 2221
  28 	    48018 	 2247
  28 	    48018 	 2287
  28 	    48020 	 2313
  28 	    48020 	 2320
  27 	    48021 	 2349
  28 	    48016 	 2361
  26 	    48018 	 2370
  27 	    48021 	 2380
  28 	    48017 	 2386
  27 	    48022 	 2408
  27 	    48018 	 2427
  29 	    48021 	 2431
  29 	    48019 	 2471
  29 	    48019 	 2499
  29 	    48016 	 2533
  28 	    48021 	 2557
  28 	    48016 	 2603
  27 	    48019 	 2637
  26 	    48020 	 2659
  28 	    48022 	 2694
  28 	    48018 	 2734
  28 	    48017 	 2747
  28 	    48018 	 2771
  28 	    48019 	 2802
  29 	    48020 	 2834
  29 	    48020 	 2838
  29 	    48021 	 2861
  26 	    48016 	 2866
  26 	    48021 	 2895
  26 	    48018 	 2900
  27 	    48018 	 2904
  27 	    48018 	 2908
  28 	    48020 	 2952
  28 	    48016 	 2958
  26 	    48020 	 3000
  26 	    48017 	 3039
  26 	    48020 	 3047
  28 	    48019 	 3055
  27 	    48019 	 3058
  27 	    48016 	 3106
  28 	    48019 	 3123
  28 	    48018 	 3152
  26 	    48021 	 3190
  27 	    48021 	 3230
  29 	    48018 	 3243
  27 	    48016 	 3285
  28 	    48017 	 3287
  26 	    48016 	 3325
  27 	    48020 	 3361
  26 	    48019 	 3382
  26 	    48022 	 3410
  29 	    48022 	 3458
  26 	    48018 	 3502
  27 	    48022 	 3545
  29 	    48021 	 3573
  29 	    48018 	 3604
  29 	    48021 	 3613
  29 	    48018 	 3647
  29 	    48020 	 3662
  29 	    48017 	 3691
  27 	    48018 	 3726
  27 	    48021 	 3761
  27 	    48020 	 3799
  29 	    48019 	 3838
  29 	    48022 	 3880
  29 	    48016 	 3924
  27 	    48018 	 3956
  26 	    48021 	 3975
  28 	    48021 	 3986
  28 	    48017 	 4003
  29 	    48018 	 4034
  27 	    48021 	 4059
  26 	    48019 	 4086
  28 	    48022 	 4112
  26 	    48017 	 4126
  26 	    48016 	 4134
  26 	    48018 	 4134
  28 	    48018 	 4178
  26 	    48021 	 4206
  27 	    48016 	 4246
  29 	    48022 	 4247
  26 	    48019 	 4290
  27 	    48022 	 4302
  28 	    48019 	 4307
  26 	    48022 	 4319
  29 	    48021 	 4338
  27 	    48018 	 4343
  27 	    48018 	 4376
  29 	    48020 	 4414
  28 	    48021 	 4448
  26 	    48016 	 4454
  26 	    48022 	 4491
  27 	    48020 	 4508
  28 	    48019 	 4541
  27 	    48017 	 4564
  27 	    48022 	 4597
  29 	    48018 	 4604
  28 	    48022 	 4633
  26 	    48022 	 4651
  28 	    48020 	 4689
  28 	    48020 	 4696
  27 	    48020 	 4704
